51 3
1	-1	-0.1
1	-0.6989700043	-0.1397940009
1	-0.5228787453	-0.1568636236
1	-0.3979400087	-0.1591760035
1	-0.3010299957	-0.1505149978
1	-0.2218487496	-0.1331092498
1	-0.15490196	-0.108431372
1	-0.096910013	-0.0775280104
1	-0.0457574906	-0.0411817415
1	0	0
1	0.0413926852	0.0455319537
1	0.079181246	0.0950174953
1	0.1139433523	0.148126358
1	0.1461280357	0.2045792499
1	0.1760912591	0.2641368886
1	0.2041199827	0.3265919722
1	0.2304489214	0.3917631663
1	0.2552725051	0.4594905092
1	0.278753601	0.5296318418
1	0.3010299957	0.6020599913
1	0.3222192947	0.6766605189
1	0.3424226808	0.7533298978
1	0.361727836	0.8319740228
1	0.3802112417	0.9125069801
1	0.3979400087	0.9948500217
1	0.414973348	1.0789307047
1	0.4313637642	1.1646821632
1	0.4471580313	1.2520424878
1	0.4623979979	1.3409541939
1	0.4771212547	1.4313637642
1	0.4913616938	1.5232212509
1	0.5051499783	1.6164799306
1	0.5185139399	1.7110960016
1	0.531478917	1.8070283179
1	0.5440680444	1.9042381552
1	0.5563025008	2.0026890028
1	0.5682017241	2.102346379
1	0.5797835966	2.2031776671
1	0.591064607	2.3051519674
1	0.6020599913	2.4082399653
1	0.6127838567	2.5124138126
1	0.6232492904	2.6176470197
1	0.6334684556	2.723914359
1	0.6434526765	2.8311917765
1	0.6532125138	2.939456312
1	0.6627578317	3.0486860257
1	0.6720978579	3.1588599323
1	0.6812412374	3.2699579394
1	0.69019608	3.3819607921
1	0.6989700043	3.4948500217
1	0.7075701761	3.6086078981
